Dates,DayOfWeek,PdDistrict,Address,X,Y
2014-05-12 15:00:00,Monday,CENTRAL,700 Block of BUSH ST,-122.40961459678302,37.7899992253577
2007-04-22 11:00:00,Sunday,TARAVAL,100 Block of DORADO TR,-122.461281996252,37.726943419273795
2004-06-12 22:00:00,Saturday,INGLESIDE,LEESE ST / MISSION ST,-122.4240422542,37.7374051783762
2014-07-24 10:00:00,Thursday,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2014-06-12 19:55:00,Thursday,BAYVIEW,1100 Block of PALOU AV,-122.382475491131,37.7292626391341
2010-01-13 19:00:00,Wednesday,NORTHERN,VANNESS AV / HEMLOCK ST,-122.42166371443301,37.787075403993
2007-12-24 14:30:00,Monday,NORTHERN,2000 Block of FILLMORE ST,-122.433676892244,37.7884461157258
2009-12-21 12:00:00,Monday,NORTHERN,HAYES ST / OCTAVIA ST,-122.424623480779,37.7766740025224
2010-06-14 16:40:00,Monday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-02-12 18:30:00,Saturday,INGLESIDE,500 Block of FLOOD AV,-122.45379653100001,37.7297800522936
2008-08-18 14:36:00,Monday,MISSION,2300 Block of MISSION ST,-122.419196838603,37.7594144253287
2009-02-18 07:04:00,Wednesday,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
2013-10-05 13:55:00,Saturday,SOUTHERN,300 Block of BERRY ST,-122.396661415271,37.7730956120037
2004-10-25 22:00:00,Monday,BAYVIEW,1100 Block of OAKDALE AV,-122.38219258397301,37.7298874272325
2008-10-17 12:00:00,Friday,SOUTHERN,100 Block of TOWNSEND ST,-122.391588816975,37.7796910137658
2005-06-13 21:00:00,Monday,CENTRAL,300 Block of FRANCISCO ST,-122.410303619531,37.805021091463
2005-01-15 13:45:00,Saturday,PARK,STANYAN ST / FREDERICK ST,-122.452949003787,37.7663741221937
2009-02-19 12:40:00,Thursday,TARAVAL,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2012-07-09 13:00:00,Monday,MISSION,500 Block of POTRERO AV,-122.40710239862,37.762557938669794
2012-02-26 12:50:00,Sunday,MISSION,SHOTWELL ST / 25TH ST,-122.415014685048,37.750836391743995
2014-06-09 20:55:00,Monday,NORTHERN,1800 Block of POLK ST,-122.421387229832,37.793700947263
2012-12-10 19:00:00,Monday,SOUTHERN,300 Block of 10TH ST,-122.41231166666401,37.7724811636038
2012-10-20 22:49:00,Saturday,SOUTHERN,300 Block of TEHAMA ST,-122.40381672894699,37.7814638725237
2008-04-14 18:00:00,Monday,RICHMOND,700 Block of 43RD AV,-122.503606227047,37.7744731587985
2009-05-26 16:37:00,Tuesday,MISSION,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226
2010-02-09 00:01:00,Tuesday,NORTHERN,800 Block of TURK ST,-122.423105855786,37.7815834072995
2005-12-12 14:38:00,Monday,TENDERLOIN,400 Block of JONES ST,-122.41289924968599,37.7850974904289
2012-01-25 17:00:00,Wednesday,CENTRAL,FRANCISCO ST / POWELL ST,-122.411769924072,37.80489606637821
2011-08-24 16:10:00,Wednesday,TENDERLOIN,500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
2013-03-23 02:00:00,Saturday,CENTRAL,600 Block of POWELL ST,-122.409016349321,37.790942136582
2006-01-11 23:45:00,Wednesday,CENTRAL,SUTTER ST / LEAVENWORTH ST,-122.415186938172,37.7883866790789
2013-05-31 09:00:00,Friday,SOUTHERN,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2010-04-20 17:00:00,Tuesday,MISSION,0 Block of ALVARADO ST,-122.422274285155,37.7544751986536
2011-06-04 02:10:00,Saturday,SOUTHERN,0 Block of NATOMA ST,-122.397662188962,37.78802600646139
2006-02-11 16:00:00,Saturday,NORTHERN,BUSH ST / OCTAVIA ST,-122.42686559013,37.7878612788339
2007-08-26 02:18:00,Sunday,CENTRAL,400 Block of BROADWAY ST,-122.404282497745,37.7982249345487
2008-12-09 18:00:00,Tuesday,SOUTHERN,500 Block of 6TH ST,-122.401787084709,37.7753735050258
2012-10-17 02:12:00,Wednesday,PARK,100 Block of BEAVER ST,-122.436761114138,37.7654400318659
2009-02-20 00:47:00,Friday,NORTHERN,700 Block of LARKIN ST,-122.417785340586,37.784947495697295
2013-06-16 23:00:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40387577728998,37.774893379986295
2006-01-25 08:00:00,Wednesday,TARAVAL,2300 Block of 37TH AV,-122.49511217074199,37.7431135950577
2012-02-22 18:55:00,Wednesday,MISSION,2400 Block of MISSION ST,-122.418963082325,37.758420303653104
2006-09-23 07:55:00,Saturday,TENDERLOIN,500 Block of OFARRELL ST,-122.41382007017599,37.7857382950322
2013-10-05 22:30:00,Saturday,MISSION,15TH ST / VALENCIA ST,-122.422045943548,37.7665387195995
2007-11-13 14:00:00,Tuesday,TENDERLOIN,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2009-02-18 04:45:00,Wednesday,NORTHERN,OFARRELL ST / FRANKLIN ST,-122.422840794653,37.7845455355216
2014-01-24 12:00:00,Friday,BAYVIEW,700 Block of VERMONT ST,-122.40414033979602,37.7601800645317
2004-12-07 07:25:00,Tuesday,CENTRAL,FRONT ST / HALLECK ST,-122.39888536204701,37.793844719511
2011-05-16 20:00:00,Monday,TARAVAL,400 Block of RIVERA ST,-122.470919286644,37.7470568621984
2010-07-28 22:10:00,Wednesday,BAYVIEW,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2005-07-13 12:00:00,Wednesday,CENTRAL,600 Block of MONTGOMERY ST,-122.403112031242,37.7948751336497
2014-01-22 18:35:00,Wednesday,PARK,2600 Block of GEARY BL,-122.446612978839,37.7822458223917
2014-07-08 16:50:00,Tuesday,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2010-04-10 14:00:00,Saturday,CENTRAL,200 Block of GEARY ST,-122.407434989523,37.787515874162295
2007-04-22 02:17:00,Sunday,CENTRAL,2200 Block of LEAVENWORTH ST,-122.41777148469,37.8015056603454
2006-05-02 08:00:00,Tuesday,PARK,600 Block of WALLER ST,-122.433986798181,37.7707548733663
2014-06-29 16:00:00,Sunday,RICHMOND,1000 Block of GREAT HY,-122.510225749052,37.7672442209616
2009-10-03 09:00:00,Saturday,NORTHERN,2400 Block of JACKSON ST,-122.43538546403799,37.7923108893368
2008-03-18 10:00:00,Tuesday,SOUTHERN,5TH ST / HOWARD ST,-122.404934413339,37.781498721321796
2015-03-21 19:15:00,Saturday,MISSION,0 Block of 14TH ST,-122.41510235878401,37.768623343813296
2013-02-22 08:00:00,Friday,NORTHERN,3600 Block of FILLMORE ST,-122.43681356018801,37.8040123472212
2008-10-31 13:29:00,Friday,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2012-07-11 04:00:00,Wednesday,CENTRAL,1100 Block of BUSH ST,-122.41619920450199,37.7891587712961
2012-01-25 10:00:00,Wednesday,BAYVIEW,200 Block of CRISP RD,-122.381997751952,37.7275045386184
2012-08-21 03:06:00,Tuesday,MISSION,0 Block of ADAIR ST,-122.418093187692,37.765663784773004
2008-12-24 08:00:00,Wednesday,RICHMOND,1300 Block of LYON ST,-122.444562416645,37.7829473267713
2014-03-05 09:32:00,Wednesday,PARK,BUENAVISTAWEST AV / WALLER ST,-122.442764781005,37.769660188234795
2013-06-01 11:00:00,Saturday,NORTHERN,1800 Block of FRANKLIN ST,-122.42432104453,37.791523099113995
2011-12-13 04:45:00,Tuesday,TARAVAL,2100 Block of 34TH AV,-122.49215921502199,37.7469819400244
2007-06-25 19:25:00,Monday,NORTHERN,600 Block of EDDY ST,-122.41838200860701,37.783258377094896
2007-01-12 10:00:00,Friday,PARK,400 Block of FREDERICK ST,-122.45213871249099,37.7664248204675
2015-03-20 07:19:00,Friday,NORTHERN,300 Block of HAYES ST,-122.422180938873,37.7770395107539
2008-03-31 09:20:00,Monday,RICHMOND,PARKER AV / GOLDEN GATE AV,-122.453189923892,37.776852445631796
2010-06-03 18:30:00,Thursday,MISSION,2600 Block of MISSION ST,-122.418738265772,37.7546172382083
2013-10-17 21:30:00,Thursday,RICHMOND,5600 Block of GEARY BL,-122.47993818520901,37.7804355312399
2006-06-01 21:06:00,Thursday,TENDERLOIN,GEARY ST / JONES ST,-122.413174494396,37.786719015554
2014-09-05 16:15:00,Friday,RICHMOND,100 Block of 24TH AV,-122.484233260937,37.787142485715705
2014-11-12 10:17:00,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2013-03-07 17:07:00,Thursday,SOUTHERN,6TH ST / MARKET ST,-122.41029351969,37.7822305870036
2014-02-08 21:00:00,Saturday,INGLESIDE,700 Block of JARBOE AV,-122.41180303688401,37.7382814993411
2006-12-01 23:30:00,Friday,CENTRAL,700 Block of STOCKTON ST,-122.40750073763901,37.7925035706535
2007-04-07 02:09:00,Saturday,SOUTHERN,200 Block of TOWNSEND ST,-122.393067201567,37.7786785406097
2008-04-17 09:55:00,Thursday,MISSION,PORTOLA DR / CORBETT AV,-122.443349499105,37.7500813663819
2014-11-26 10:00:00,Wednesday,INGLESIDE,300 Block of RAYMOND AV,-122.410253118042,37.71414019770921
2012-08-07 19:15:00,Tuesday,SOUTHERN,9TH ST / CLEMENTINA ST,-122.41217376728399,37.7742011047262
2014-12-24 14:14:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 19:00:00,Saturday,TARAVAL,0 Block of FUENTE AV,-122.477993371794,37.7193838455847
2007-05-16 13:08:00,Wednesday,BAYVIEW,1600 Block of MCKINNON AV,-122.390670834934,37.736611643242
2013-02-20 10:10:00,Wednesday,CENTRAL,300 Block of DRUMM ST,-122.39698082305901,37.7968124488109
2006-09-24 09:16:00,Sunday,TARAVAL,1800 Block of 28TH AV,-122.486120945061,37.7528622159294
2011-05-06 19:00:00,Friday,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.73644389967321
2010-05-07 20:00:00,Friday,MISSION,400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2009-03-19 00:01:00,Thursday,INGLESIDE,300 Block of AMBER DR,-122.44168998326,37.744572363309004
2014-02-03 23:00:00,Monday,PARK,0 Block of SHRADER ST,-122.452839772389,37.7745145380854
2012-03-06 18:00:00,Tuesday,CENTRAL,400 Block of PINE ST,-122.403209139403,37.7917627206894
2004-07-25 10:00:00,Sunday,SOUTHERN,7TH ST / STEVENSON ST,-122.41193561575301,37.7800064420069
2004-08-17 07:00:00,Tuesday,BAYVIEW,1600 Block of TENNESSEE ST,-122.388498251638,37.7508457084616
2006-11-13 19:00:00,Monday,NORTHERN,HAYES ST / VANNESS AV,-122.419697721691,37.7773009526003
2012-01-29 15:19:00,Sunday,NORTHERN,1100 Block of POLK ST,-122.420000865929,37.78753384128071
2006-03-10 16:55:00,Friday,TENDERLOIN,TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2007-04-08 20:30:00,Sunday,SOUTHERN,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2007-11-16 16:05:00,Friday,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2004-07-10 13:34:00,Saturday,BAYVIEW,3RD ST / EVANS AV,-122.387927387652,37.7427030847719
2005-09-06 02:08:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-07-27 17:04:00,Sunday,MISSION,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2010-04-25 17:30:00,Sunday,INGLESIDE,0 Block of SGTJOHNVYOUNG LN,-122.44470706345501,37.7249307267936
2005-05-19 09:30:00,Thursday,CENTRAL,STOCKTON ST / PACIFIC AV,-122.408433097293,37.7967039278214
2004-05-10 17:51:00,Monday,SOUTHERN,800 Block of HOWARD ST,-122.403793259489,37.7823235897616
2014-02-21 07:15:00,Friday,RICHMOND,3500 Block of GEARY BL,-122.45701616347401,37.7812163786666
2006-01-24 21:20:00,Tuesday,SOUTHERN,700 Block of HOWARD ST,-122.40165866347601,37.7841666882161
2008-08-22 15:00:00,Friday,CENTRAL,400 Block of DAVIS CT,-122.39818766428101,37.7967148853927
2011-04-21 20:35:00,Thursday,BAYVIEW,INGERSON AV / JENNINGS ST,-122.394852404141,37.720177049470294
2004-10-12 12:00:00,Tuesday,NORTHERN,GOLDEN GATE AV / FILLMORE ST,-122.431952436337,37.7795647498439
2008-11-01 15:00:00,Saturday,SOUTHERN,800 Block of MARKET ST,-122.40669059226101,37.7852071918419
2012-10-01 19:40:00,Monday,BAYVIEW,1400 Block of SHAFTER AV,-122.387897392339,37.72950441589521
2006-04-19 13:50:00,Wednesday,SOUTHERN,900 Block of MARKET ST,-122.408421116922,37.7835699386918
2004-06-21 00:43:00,Monday,MISSION,100 Block of LANDERS ST,-122.427720856367,37.7650823974772
2014-10-05 19:00:00,Sunday,BAYVIEW,1600 Block of KIRKWOOD AV,-122.390952930587,37.7386625599684
2005-06-01 08:59:00,Wednesday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2015-02-02 22:28:00,Monday,TARAVAL,19TH AV / IRVING ST,-122.477172370751,37.763558459678
2010-06-01 12:00:00,Tuesday,SOUTHERN,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
2014-02-17 19:15:00,Monday,MISSION,100 Block of CAPP ST,-122.418687919804,37.7642753857061
2007-07-13 20:50:00,Friday,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2009-02-04 22:07:00,Wednesday,MISSION,3200 Block of 26TH ST,-122.414603717327,37.7493085877432
2006-08-08 12:01:00,Tuesday,BAYVIEW,WISCONSIN ST / CONNECTICUT ST,-122.398595809913,37.7536841531418
2012-06-17 11:30:00,Sunday,MISSION,DOLORES ST / 16TH ST,-122.42638445080601,37.764643937262
2007-04-21 16:00:00,Saturday,MISSION,2700 Block of 23RD ST,-122.407900868139,37.754534378732
2010-08-23 11:30:00,Monday,NORTHERN,2000 Block of PINE ST,-122.42953884671199,37.7884164529371
2007-01-10 11:40:00,Wednesday,RICHMOND,600 Block of 32ND AV,-122.491956779206,37.7768766735218
2012-01-26 20:18:00,Thursday,SOUTHERN,1400 Block of HOWARD ST,-122.414927187814,37.773523978923
2005-08-22 00:15:00,Monday,INGLESIDE,1000 Block of SAN JOSE AV,-122.426175414516,37.736908367220394
2012-07-26 19:30:00,Thursday,SOUTHERN,100 Block of VALENCIA ST,-122.422375026857,37.770718896580796
2008-11-14 00:36:00,Friday,CENTRAL,600 Block of JONES ST,-122.413257169593,37.7875375693157
2009-04-14 16:15:00,Tuesday,CENTRAL,WASHINGTON ST / POWELL ST,-122.40972567175501,37.7947381967131
2005-06-19 16:30:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-10-15 19:05:00,Monday,RICHMOND,1300 Block of MARTIN LUTHER KING JR DR,-122.486715312372,37.7664693830339
2009-01-10 23:45:00,Saturday,NORTHERN,FILLMORE ST / GREENWICH ST,-122.435870220186,37.7989514142851
2014-05-17 07:15:00,Saturday,TARAVAL,1200 Block of GREAT HY,-122.50966215971,37.763035554021286
2004-08-17 12:00:00,Tuesday,TARAVAL,3900 Block of IRVING ST,-122.500176927262,37.7626001274782
2014-10-15 12:00:00,Wednesday,CENTRAL,0 Block of SALMON ST,-122.412544215454,37.796556903439104
2014-07-23 22:30:00,Wednesday,RICHMOND,37TH AV / ANZA ST,-122.49745240233601,37.777577660774895
2009-07-24 20:00:00,Friday,MISSION,800 Block of CAPP ST,-122.417499429971,37.753084671409
2009-04-05 02:00:00,Sunday,SOUTHERN,FOLSOM ST / 3RD ST,-122.39893271109501,37.7837848211584
2011-04-05 06:49:00,Tuesday,SOUTHERN,6TH ST / MARKET ST,-122.41029351969,37.7822305870036
2011-12-13 14:00:00,Tuesday,SOUTHERN,1600 Block of MARKET ST,-122.422127579529,37.7730330183515
2012-05-14 14:00:00,Monday,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2012-05-14 21:30:00,Monday,INGLESIDE,200 Block of SANTOS ST,-122.419657380352,37.709094924139
2013-10-17 19:00:00,Thursday,PARK,DIVISADERO ST / EDDY ST,-122.43892863119899,37.780587449040105
2005-12-14 13:30:00,Wednesday,TARAVAL,1900 Block of 41ST AV,-122.499779145196,37.750388288796294
2013-12-15 13:00:00,Sunday,CENTRAL,TAYLOR ST / BAY ST,-122.415245418291,37.8054165242789
2013-05-19 06:45:00,Sunday,PARK,WOODSIDE AV / LAGUNAHONDA BL,-122.458729437647,37.746755643762704
2009-04-16 19:45:00,Thursday,NORTHERN,3200 Block of PIERCE ST,-122.439368478152,37.799931938621505
2005-06-03 06:30:00,Friday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2009-05-31 11:15:00,Sunday,BAYVIEW,0 Block of OSCEOLA LN,-122.383187458704,37.7316757960484
2012-12-30 16:33:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-07-01 08:33:00,Sunday,SOUTHERN,MARKET ST / TAYLOR ST,-122.41029351969,37.7822305870036
2004-05-26 19:10:00,Wednesday,SOUTHERN,6TH ST / FOLSOM ST,-122.405618998029,37.778504519068896
2012-09-03 11:06:00,Monday,SOUTHERN,1300 Block of MARKET ST,-122.416991089644,37.777074192255995
2014-12-22 05:05:00,Monday,INGLESIDE,30TH ST / MISSION ST,-122.42197091902901,37.74237522452549
2012-11-28 00:01:00,Wednesday,MISSION,JERSEY ST / NOE ST,-122.431795047286,37.750628441832106
2011-08-27 12:59:00,Saturday,BAYVIEW,0 Block of CARR ST,-122.397014793661,37.7217937925358
2005-05-19 19:00:00,Thursday,SOUTHERN,DUBOCE AV / OTIS ST,-122.42001017561701,37.770109929822
2006-04-17 19:30:00,Monday,PARK,CENTRAL AV / FELL ST,-122.444217653151,37.773209993342796
2015-01-09 13:30:00,Friday,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2009-07-09 22:40:00,Thursday,SOUTHERN,200 Block of 9TH ST,-122.41284503153601,37.7748170645635
2011-07-01 03:22:00,Friday,INGLESIDE,GENEVA AV / MISSION ST,-122.441018108888,37.7164586830811
2010-11-29 12:28:00,Monday,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
2007-05-06 17:00:00,Sunday,TARAVAL,1800 Block of 29TH AV,-122.487047719423,37.752821051391294
2012-10-15 18:00:00,Monday,NORTHERN,FERN ST / VANNESS AV,-122.421861006168,37.78801163189621
2013-12-12 08:00:00,Thursday,SOUTHERN,800 Block of HARRISON ST,-122.40079994791401,37.7799338672319
2007-01-24 08:21:00,Wednesday,SOUTHERN,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2012-03-05 12:00:00,Monday,BAYVIEW,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2008-01-23 21:02:00,Wednesday,MISSION,3200 Block of 19TH ST,-122.41648252813499,37.760454912109104
2007-03-22 10:30:00,Thursday,MISSION,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
2009-01-19 09:30:00,Monday,MISSION,VALENCIA ST / 17TH ST,-122.421733767763,37.7632996945938
2010-11-17 08:30:00,Wednesday,BAYVIEW,600 Block of RHODEISLAND ST,-122.402332861378,37.761573521678294
2014-10-18 18:01:00,Saturday,BAYVIEW,BAY SHORE BL / CORTLAND AV,-122.40697950796302,37.739566960911
2004-07-08 17:45:00,Thursday,RICHMOND,500 Block of 14TH AV,-122.472707844576,37.777752884469294
2014-03-22 18:48:00,Saturday,NORTHERN,BAY ST / WEBSTER ST,-122.434974754942,37.802847498170706
2008-12-10 12:45:00,Wednesday,NORTHERN,1400 Block of FRANCISCO ST,-122.429059497393,37.802739269545604
2009-08-07 01:45:00,Friday,MISSION,1000 Block of POTRERO AV,-122.40668105726499,37.755343095442
2006-02-10 13:20:00,Friday,NORTHERN,WEBSTER ST / GOLDEN GATE AV,-122.430234565273,37.779782426168296
2008-03-06 03:00:00,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2010-12-01 22:55:00,Wednesday,NORTHERN,1000 Block of POST ST,-122.41910442464399,37.78687648416079
2012-11-17 00:01:00,Saturday,CENTRAL,700 Block of GEARY ST,-122.415632654294,37.7863587808386
2006-11-04 06:50:00,Saturday,BAYVIEW,3200 Block of JENNINGS ST,-122.39521082687901,37.719897700646
2010-08-14 19:30:00,Saturday,BAYVIEW,JENNINGS ST / KEY AV,-122.39599644056901,37.7189335117407
2012-11-14 14:10:00,Wednesday,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865
2009-05-29 20:30:00,Friday,BAYVIEW,3RD ST / 23RD ST,-122.388004140125,37.75538982967021
2005-06-18 19:04:00,Saturday,SOUTHERN,FOLSOM ST / 4TH ST,-122.401161555609,37.782023847874605
2012-03-09 11:35:00,Friday,RICHMOND,3400 Block of CALIFORNIA ST,-122.45094200094,37.7866690360365
2007-11-03 09:00:00,Saturday,BAYVIEW,0 Block of OSCEOLA LN,-122.383187458704,37.7316757960484
2010-03-22 00:33:00,Monday,BAYVIEW,2800 Block of SAN BRUNO AV,-122.40291216123501,37.725805451377504
2005-08-24 11:45:00,Wednesday,BAYVIEW,700 Block of TOLAND ST,-122.39994956067,37.7428321807187
2009-02-21 18:55:00,Saturday,BAYVIEW,0 Block of DAKOTA ST,-122.395635436168,37.7535645746594
2009-12-23 00:37:00,Wednesday,BAYVIEW,PALOU AV / 3RD ST,-122.39097173455099,37.734015218072294
2006-09-23 01:12:00,Saturday,MISSION,2700 Block of MISSION ST,-122.418587172219,37.75301865374461
2010-04-10 22:15:00,Saturday,RICHMOND,2700 Block of MCALLISTER ST,-122.457483497724,37.7754134501039
2015-03-04 00:33:00,Wednesday,SOUTHERN,100 Block of RUSS ST,-122.407434176236,37.7782717764247
2004-09-29 14:55:00,Wednesday,TARAVAL,1100 Block of EUCALYPTUS DR,-122.483985929775,37.7309911833086
2008-03-19 13:00:00,Wednesday,NORTHERN,1300 Block of TURK ST,-122.43130986597099,37.7806580436189
2011-09-11 15:53:00,Sunday,BAYVIEW,600 Block of JAMESTOWN AV,-122.387833652325,37.7131072321423
2006-11-05 11:44:00,Sunday,CENTRAL,1900 Block of LEAVENWORTH ST,-122.417335830441,37.7987099724445
2013-05-19 11:35:00,Sunday,PARK,400 Block of BRODERICK ST,-122.43930501038601,37.7743303645499
2012-11-14 16:30:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-07-26 23:30:00,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-12-25 02:05:00,Thursday,INGLESIDE,400 Block of NAPLES ST,-122.430567626759,37.721583433861106
2012-12-02 14:58:00,Sunday,SOUTHERN,700 Block of MINNA ST,-122.413361136168,37.77636280535
2005-04-24 20:00:00,Sunday,PARK,1500 Block of WALLER ST,-122.44893286984501,37.7688509935378
2012-10-30 13:00:00,Tuesday,CENTRAL,2200 Block of LEAVENWORTH ST,-122.41777148469,37.8015056603454
2012-07-25 20:19:00,Wednesday,BAYVIEW,MENDELL ST / NEWCOMB AV,-122.389774683064,37.735226586208
2011-12-29 11:30:00,Thursday,TARAVAL,2000 Block of 19TH AV,-122.476226693275,37.7495560085762
2013-09-04 13:57:00,Wednesday,TENDERLOIN,TAYLOR ST / OFARRELL ST,-122.41132836931101,37.785996305047604
2010-03-26 09:00:00,Friday,TARAVAL,100 Block of CARDENAS AV,-122.47677451608801,37.719713369089604
2013-01-12 18:00:00,Saturday,BAYVIEW,1600 Block of 18TH ST,-122.399429088635,37.7623493396041
2006-10-17 09:00:00,Tuesday,NORTHERN,NORTHPOINT ST / BUCHANAN ST,-122.43352736417499,37.80403318065039
2013-10-05 09:12:00,Saturday,CENTRAL,GEARY ST / POWELL ST,-122.408231026261,37.787359494956
2010-09-11 18:30:00,Saturday,BAYVIEW,MISSOURI ST / 20TH ST,-122.396287461139,37.76002547804461
2008-08-19 17:00:00,Tuesday,NORTHERN,2400 Block of CHESTNUT ST,-122.44368609813999,37.799815457109396
2012-02-25 09:41:00,Saturday,TENDERLOIN,0 Block of GROVE ST,-122.415642487855,37.7788323158792
2011-11-06 18:00:00,Sunday,CENTRAL,BROADWAY ST / COLUMBUS AV,-122.406669739951,37.7978641744394
2014-08-18 20:45:00,Monday,SOUTHERN,0 Block of HAWTHORNE ST,-122.39852676091499,37.7853099928246
2008-02-04 22:00:00,Monday,NORTHERN,2000 Block of POLK ST,-122.421608893207,37.7955038710773
2011-05-22 15:05:00,Sunday,RICHMOND,4700 Block of BALBOA ST,-122.50964469377399,37.775206536734295
2010-01-12 16:30:00,Tuesday,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
2015-01-05 11:00:00,Monday,NORTHERN,3600 Block of LYON ST,-122.44827840533002,37.804271887891005
2008-06-01 17:00:00,Sunday,MISSION,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2006-04-07 12:15:00,Friday,RICHMOND,300 Block of LAUREL ST,-122.450321688474,37.788206896011204
2008-05-01 17:24:00,Thursday,TENDERLOIN,400 Block of ELLIS ST,-122.413631253258,37.7848053746211
2005-09-21 20:30:00,Wednesday,SOUTHERN,1000 Block of FOLSOM ST,-122.4059545282,37.778314613816704
2014-08-06 07:00:00,Wednesday,CENTRAL,300 Block of BAY ST,-122.412782236976,37.8056654684523
2013-11-01 13:25:00,Friday,BAYVIEW,3400 Block of JENNINGS ST,-122.396336581318,37.718646907349
2008-07-27 18:44:00,Sunday,MISSION,MISSION ST / 23RD ST,-122.41859672745899,37.753838204850105
2012-02-25 15:46:00,Saturday,SOUTHERN,VERMONT ST / 16TH ST,-122.404625868234,37.7659589563587
2011-11-02 20:03:00,Wednesday,SOUTHERN,400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2008-09-06 20:22:00,Saturday,TARAVAL,CAPITOL AV / MONTANA ST,-122.45906215948601,37.7166022241679
2011-10-07 08:43:00,Friday,NORTHERN,NORTHPOINT ST / DIVISADERO ST,-122.44341657348998,37.8027718634536
2010-10-21 17:55:00,Thursday,INGLESIDE,5500 Block of MISSION ST,-122.445301042421,37.7120147227325
2007-09-05 10:38:00,Wednesday,PARK,2000 Block of GROVE ST,-122.450345075177,37.774298058417
2005-08-24 23:30:00,Wednesday,INGLESIDE,500 Block of VISITACION AV,-122.404704106684,37.71060048621271
2007-02-20 00:01:00,Tuesday,PARK,0 Block of CLARENDON AV,-122.44995524059999,37.7587994993972
2007-08-24 13:27:00,Friday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2005-05-04 19:30:00,Wednesday,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520672995
2006-09-08 11:30:00,Friday,SOUTHERN,0 Block of SHERIDAN ST,-122.411343205591,37.772587665974896
2005-09-23 16:24:00,Friday,SOUTHERN,4TH ST / CLEMENTINA ST,-122.401698588601,37.7824519440607
2012-11-28 20:00:00,Wednesday,RICHMOND,400 Block of 3RD AV,-122.461064887927,37.7801760260284
2014-05-01 14:21:00,Thursday,TENDERLOIN,600 Block of OFARRELL ST,-122.41485048052401,37.78560875883029
2012-12-25 16:57:00,Tuesday,SOUTHERN,200 Block of KING ST,-122.393110640713,37.77731032196979
2008-05-04 11:35:00,Sunday,NORTHERN,POLK ST / ELLIS ST,-122.419366294797,37.78402804520321
2011-01-16 10:45:00,Sunday,SOUTHERN,0 Block of DORE ST,-122.413045971966,37.7738617771611
2014-10-14 08:00:00,Tuesday,NORTHERN,PINE ST / STEINER ST,-122.435294117689,37.787739717075794
